hitid	uid	pc
38	69	PartialChain(chain=[349, 370, 467, 387, 202, 44, 409], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	72	PartialChain(chain=[349, 467, 35, 138, 31, 414], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	74	PartialChain(chain=[467, 272, 138], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	83	PartialChain(chain=[387, 349, 35, 138, 166, 155, 467], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	85	PartialChain(chain=[35, 387, 138, 155, 414], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	92	PartialChain(chain=[35, 467, 202, 166, 138, 155, 387, 445, 414], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	93	PartialChain(chain=[387, 349, 467, 202, 138, 155], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	94	PartialChain(chain=[31, 138, 166, 155, 202], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	95	PartialChain(chain=[414, 138, 467, 155, 445], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	96	PartialChain(chain=[467, 155, 138], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	97	PartialChain(chain=[467, 272, 349, 35], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	99	PartialChain(chain=[349, 138, 387, 467, 166, 414], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	102	PartialChain(chain=[387, 349, 138, 211], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	104	PartialChain(chain=[349, 387, 166, 202, 414, 370, 467], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	106	PartialChain(chain=[387, 467, 35, 155, 445], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	108	PartialChain(chain=[349, 202, 138, 211], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	110	PartialChain(chain=[370, 467, 138], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	116	PartialChain(chain=[387, 166, 138, 202, 349, 272, 155, 211, 414], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	118	PartialChain(chain=[202, 35, 166, 138, 155, 445], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	137	PartialChain(chain=[349, 202, 155, 211, 445], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	138	PartialChain(chain=[272, 44, 414, 23, 87, 349, 155, 202, 35, 467, 396, 409, 211, 370, 138, 383, 166, 445], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	145	PartialChain(chain=[349, 467, 87, 31, 166, 202, 414, 155, 138], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	152	PartialChain(chain=[467, 138, 155, 202, 166, 445, 414, 31], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	153	PartialChain(chain=[467, 349, 138, 31, 211], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	154	PartialChain(chain=[349, 370, 35, 138, 467, 387, 202, 155], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	158	PartialChain(chain=[349, 35, 387, 202, 166, 467], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	160	PartialChain(chain=[370, 202, 467, 138, 155, 414], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	161	PartialChain(chain=[272, 202, 349, 166, 467, 35, 138, 155, 414, 44, 370, 31, 387], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	164	PartialChain(chain=[211, 414, 467, 155, 138, 445], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	165	PartialChain(chain=[467, 155, 211, 414, 138, 370], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	166	PartialChain(chain=[467, 387, 414], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	172	PartialChain(chain=[396, 35, 23, 272, 349, 383], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	175	PartialChain(chain=[349, 166, 467, 35], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	178	PartialChain(chain=[349, 202, 166, 44, 138, 467], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	183	PartialChain(chain=[349, 370, 202, 467, 166, 387, 155, 138, 35], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	184	PartialChain(chain=[349, 467, 202], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	185	PartialChain(chain=[211, 467, 44, 138, 155], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	195	PartialChain(chain=[35, 370, 467, 166, 138, 31, 87], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	196	PartialChain(chain=[349, 387, 166, 202, 35, 138, 155, 44, 31], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	197	PartialChain(chain=[349, 166, 387, 202, 467, 138, 31, 414], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	198	PartialChain(chain=[166, 202, 467, 445, 138, 155, 370, 349, 414, 387, 31, 35], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	199	PartialChain(chain=[349, 387, 35, 166, 202, 467], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	202	PartialChain(chain=[155, 138, 211, 414], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	205	PartialChain(chain=[349, 138, 155, 35], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	208	PartialChain(chain=[467, 272, 166, 23], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	211	PartialChain(chain=[349, 387, 35, 467, 138, 155, 370, 202], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	216	PartialChain(chain=[349, 166, 202, 467, 138], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	217	PartialChain(chain=[349, 166, 387, 467], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	222	PartialChain(chain=[166, 467, 138, 155, 445, 414], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	224	PartialChain(chain=[349, 138, 155, 467], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	225	PartialChain(chain=[155, 138, 414, 467], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	227	PartialChain(chain=[467, 370, 409, 138, 155], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	228	PartialChain(chain=[467, 202, 166, 155, 445, 138], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	232	PartialChain(chain=[272, 166, 467, 349, 138, 414], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	233	PartialChain(chain=[349, 138], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	234	PartialChain(chain=[138, 155, 202], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	238	PartialChain(chain=[370, 138, 349, 35, 44, 445, 467, 31, 87], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	240	PartialChain(chain=[349, 202, 166, 387, 370, 272, 467, 23], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	243	PartialChain(chain=[349, 35, 202, 387, 138, 155], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	245	PartialChain(chain=[349, 387, 138, 155], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	250	PartialChain(chain=[387, 166, 467, 138, 35], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	252	PartialChain(chain=[166, 272, 35, 467, 138], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	253	PartialChain(chain=[31, 155, 467, 138, 445, 211, 414], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	254	PartialChain(chain=[349, 202, 467, 166, 138], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	255	PartialChain(chain=[370, 349, 387, 35], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	256	PartialChain(chain=[349, 166, 467, 35], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	264	PartialChain(chain=[467, 166, 349, 44, 387, 445, 31, 87, 35, 211, 155, 396, 272, 138, 370, 414], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	266	PartialChain(chain=[155, 467, 211, 349, 166], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	276	PartialChain(chain=[349, 387, 155], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	281	PartialChain(chain=[467, 138, 155, 370, 414], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	286	PartialChain(chain=[349, 202, 467, 211], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	288	PartialChain(chain=[349, 155, 370, 467], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	291	PartialChain(chain=[155, 467, 414, 44, 202], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	296	PartialChain(chain=[202, 349, 272, 155, 138, 414], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	297	PartialChain(chain=[349, 202, 138, 35], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	301	PartialChain(chain=[349, 35, 370, 387, 138, 414, 202], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	310	PartialChain(chain=[467, 138, 155, 35], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	320	PartialChain(chain=[349, 155, 138, 467], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	324	PartialChain(chain=[349, 138, 35, 155], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	329	PartialChain(chain=[414, 138, 31], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	330	PartialChain(chain=[138, 467, 155, 414], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	336	PartialChain(chain=[349, 387, 166, 31, 467, 202, 370, 138, 414], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	337	PartialChain(chain=[349, 35, 166, 467, 202, 387, 31], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	338	PartialChain(chain=[138, 467, 155, 272, 370, 44, 445, 211], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	341	PartialChain(chain=[387, 349, 396, 409], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	343	PartialChain(chain=[467, 138, 166, 387, 349, 155, 370, 23, 414], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	346	PartialChain(chain=[414, 370, 155, 467, 409, 35], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
38	351	PartialChain(chain=[387, 35, 467], item_set={387, 138, 202, 396, 272, 467, 211, 23, 87, 409, 155, 349, 414, 31, 35, 166, 44, 370, 445, 383})
39	3	PartialChain(chain=[139, 457, 46, 187, 450, 295, 86, 308, 309], item_set={450, 457, 139, 12, 270, 145, 86, 220, 286, 37, 295, 428, 301, 46, 187, 308, 309, 183, 315, 188})
39	6	PartialChain(chain=[450, 46, 457, 295], item_set={450, 457, 139, 12, 270, 145, 86, 220, 286, 37, 295, 428, 301, 46, 187, 308, 309, 183, 315, 188})
39	9	PartialChain(chain=[286, 139, 46, 457, 308], item_set={450, 457, 139, 12, 270, 145, 86, 220, 286, 37, 295, 428, 301, 46, 187, 308, 309, 183, 315, 188})
39	22	PartialChain(chain=[450, 295, 37], item_set={450, 457, 139, 12, 270, 145, 86, 220, 286, 37, 295, 428, 301, 46, 187, 308, 309, 183, 315, 188})
39	25	PartialChain(chain=[295, 450, 46, 457, 37], item_set={450, 457, 139, 12, 270, 145, 86, 220, 286, 37, 295, 428, 301, 46, 187, 308, 309, 183, 315, 188})
39	29	PartialChain(chain=[295, 187, 46, 139, 308, 450, 37, 457, 188], item_set={450, 457, 139, 12, 270, 145, 86, 220, 286, 37, 295, 428, 301, 46, 187, 308, 309, 183, 315, 188})
39	48	PartialChain(chain=[139, 46, 308, 187], item_set={450, 457, 139, 12, 270, 145, 86, 220, 286, 37, 295, 428, 301, 46, 187, 308, 309, 183, 315, 188})
39	52	PartialChain(chain=[46, 187, 295, 308], item_set={450, 457, 139, 12, 270, 145, 86, 220, 286, 37, 295, 428, 301, 46, 187, 308, 309, 183, 315, 188})
39	58	PartialChain(chain=[301, 220, 46, 295, 139, 37], item_set={450, 457, 139, 12, 270, 145, 86, 220, 286, 37, 295, 428, 301, 46, 187, 308, 309, 183, 315, 188})
39	68	PartialChain(chain=[46, 450, 139, 220, 187, 308, 457, 309], item_set={450, 457, 139, 12, 270, 145, 86, 220, 286, 37, 295, 428, 301, 46, 187, 308, 309, 183, 315, 188})
39	69	PartialChain(chain=[286, 450, 46, 295, 308, 457, 187, 183], item_set={450, 457, 139, 12, 270, 145, 86, 220, 286, 37, 295, 428, 301, 46, 187, 308, 309, 183, 315, 188})
39	72	PartialChain(chain=[139, 295, 308, 457, 188, 46, 37], item_set={450, 457, 139, 12, 270, 145, 86, 220, 286, 37, 295, 428, 301, 46, 187, 308, 309, 183, 315, 188})
39	74	PartialChain(chain=[46, 139, 308, 188, 295, 450, 37, 145], item_set={450, 457, 139, 12, 270, 145, 86, 220, 286, 37, 295, 428, 301, 46, 187, 308, 309, 183, 315, 188})
39	83	PartialChain(chain=[450, 457, 187, 37], item_set={450, 457, 139, 12, 270, 145, 86, 220, 286, 37, 295, 428, 301, 46, 187, 308, 309, 183, 315, 188})
39	85	PartialChain(chain=[457, 308, 37, 295], item_set={450, 457, 139, 12, 270, 145, 86, 220, 286, 37, 295, 428, 301, 46, 187, 308, 309, 183, 315, 188})
39	90	PartialChain(chain=[450, 46, 139, 308, 457, 187, 309, 270], item_set={450, 457, 139, 12, 270, 145, 86, 220, 286, 37, 295, 428, 301, 46, 187, 308, 309, 183, 315, 188})
39	91	PartialChain(chain=[46, 139, 450, 295, 308, 187, 86, 183], item_set={450, 457, 139, 12, 270, 145, 86, 220, 286, 37, 295, 428, 301, 46, 187, 308, 309, 183, 315, 188})
39	93	PartialChain(chain=[139, 286, 450, 46, 188, 295, 308, 187], item_set={450, 457, 139, 12, 270, 145, 86, 220, 286, 37, 295, 428, 301, 46, 187, 308, 309, 183, 315, 188})
39	95	PartialChain(chain=[139, 187, 270, 37, 450], item_set={450, 457, 139, 12, 270, 145, 86, 220, 286, 37, 295, 428, 301, 46, 187, 308, 309, 183, 315, 188})
39	96	PartialChain(chain=[46, 308, 187, 457, 295], item_set={450, 457, 139, 12, 270, 145, 86, 220, 286, 37, 295, 428, 301, 46, 187, 308, 309, 183, 315, 188})
39	97	PartialChain(chain=[46, 308, 309, 187, 457, 37, 139], item_set={450, 457, 139, 12, 270, 145, 86, 220, 286, 37, 295, 428, 301, 46, 187, 308, 309, 183, 315, 188})
39	99	PartialChain(chain=[220, 46, 139, 295, 450, 308, 457, 187, 37], item_set={450, 457, 139, 12, 270, 145, 86, 220, 286, 37, 295, 428, 301, 46, 187, 308, 309, 183, 315, 188})
39	102	PartialChain(chain=[46, 139, 450, 187, 308, 183], item_set={450, 457, 139, 12, 270, 145, 86, 220, 286, 37, 295, 428, 301, 46, 187, 308, 309, 183, 315, 188})
39	104	PartialChain(chain=[188, 286, 295, 450, 220, 187, 46, 308, 457, 309], item_set={450, 457, 139, 12, 270, 145, 86, 220, 286, 37, 295, 428, 301, 46, 187, 308, 309, 183, 315, 188})
39	106	PartialChain(chain=[187, 457, 46, 37], item_set={450, 457, 139, 12, 270, 145, 86, 220, 286, 37, 295, 428, 301, 46, 187, 308, 309, 183, 315, 188})
39	108	PartialChain(chain=[139, 295, 183, 145, 457], item_set={450, 457, 139, 12, 270, 145, 86, 220, 286, 37, 295, 428, 301, 46, 187, 308, 309, 183, 315, 188})
39	110	PartialChain(chain=[139, 188, 46, 295, 187, 145, 86], item_set={450, 457, 139, 12, 270, 145, 86, 220, 286, 37, 295, 428, 301, 46, 187, 308, 309, 183, 315, 188})
39	111	PartialChain(chain=[220, 286, 308, 139, 450, 457, 187, 46], item_set={450, 457, 139, 12, 270, 145, 86, 220, 286, 37, 295, 428, 301, 46, 187, 308, 309, 183, 315, 188})
39	116	PartialChain(chain=[450, 46, 308, 183, 139, 220, 286, 295, 188, 428], item_set={450, 457, 139, 12, 270, 145, 86, 220, 286, 37, 295, 428, 301, 46, 187, 308, 309, 183, 315, 188})
39	117	PartialChain(chain=[46, 286, 139, 308, 187], item_set={450, 457, 139, 12, 270, 145, 86, 220, 286, 37, 295, 428, 301, 46, 187, 308, 309, 183, 315, 188})
39	130	PartialChain(chain=[46, 286, 139, 450, 295, 188, 220, 308, 187, 457, 86, 309], item_set={450, 457, 139, 12, 270, 145, 86, 220, 286, 37, 295, 428, 301, 46, 187, 308, 309, 183, 315, 188})
39	137	PartialChain(chain=[450, 46, 183], item_set={450, 457, 139, 12, 270, 145, 86, 220, 286, 37, 295, 428, 301, 46, 187, 308, 309, 183, 315, 188})
39	138	PartialChain(chain=[46, 188, 295, 139, 37, 309, 315, 450, 145], item_set={450, 457, 139, 12, 270, 145, 86, 220, 286, 37, 295, 428, 301, 46, 187, 308, 309, 183, 315, 188})
39	145	PartialChain(chain=[46, 220, 139, 450, 295, 457, 187, 308], item_set={450, 457, 139, 12, 270, 145, 86, 220, 286, 37, 295, 428, 301, 46, 187, 308, 309, 183, 315, 188})
39	152	PartialChain(chain=[309, 457, 46, 308, 37, 187, 295], item_set={450, 457, 139, 12, 270, 145, 86, 220, 286, 37, 295, 428, 301, 46, 187, 308, 309, 183, 315, 188})
39	153	PartialChain(chain=[139, 46, 450, 295, 457], item_set={450, 457, 139, 12, 270, 145, 86, 220, 286, 37, 295, 428, 301, 46, 187, 308, 309, 183, 315, 188})
39	154	PartialChain(chain=[46, 295, 457, 139, 220, 188, 450, 286, 187, 145, 309, 308, 183], item_set={450, 457, 139, 12, 270, 145, 86, 220, 286, 37, 295, 428, 301, 46, 187, 308, 309, 183, 315, 188})
39	158	PartialChain(chain=[295, 46, 220, 139, 188, 308, 457, 187, 309], item_set={450, 457, 139, 12, 270, 145, 86, 220, 286, 37, 295, 428, 301, 46, 187, 308, 309, 183, 315, 188})
39	160	PartialChain(chain=[450, 187, 457, 183, 139, 295], item_set={450, 457, 139, 12, 270, 145, 86, 220, 286, 37, 295, 428, 301, 46, 187, 308, 309, 183, 315, 188})
39	161	PartialChain(chain=[308, 139, 187, 188, 450, 270, 295, 286, 457, 86, 46, 183, 220, 309, 37], item_set={450, 457, 139, 12, 270, 145, 86, 220, 286, 37, 295, 428, 301, 46, 187, 308, 309, 183, 315, 188})
39	164	PartialChain(chain=[139, 46, 450, 457, 308, 37], item_set={450, 457, 139, 12, 270, 145, 86, 220, 286, 37, 295, 428, 301, 46, 187, 308, 309, 183, 315, 188})
39	165	PartialChain(chain=[139, 188, 286, 46, 183, 220, 450, 457, 145, 308], item_set={450, 457, 139, 12, 270, 145, 86, 220, 286, 37, 295, 428, 301, 46, 187, 308, 309, 183, 315, 188})
39	166	PartialChain(chain=[139, 286, 46, 450, 308, 187], item_set={450, 457, 139, 12, 270, 145, 86, 220, 286, 37, 295, 428, 301, 46, 187, 308, 309, 183, 315, 188})
39	172	PartialChain(chain=[295, 46, 457, 286, 187, 86, 145], item_set={450, 457, 139, 12, 270, 145, 86, 220, 286, 37, 295, 428, 301, 46, 187, 308, 309, 183, 315, 188})
39	175	PartialChain(chain=[187, 308, 37], item_set={450, 457, 139, 12, 270, 145, 86, 220, 286, 37, 295, 428, 301, 46, 187, 308, 309, 183, 315, 188})
39	177	PartialChain(chain=[139, 46, 308, 187], item_set={450, 457, 139, 12, 270, 145, 86, 220, 286, 37, 295, 428, 301, 46, 187, 308, 309, 183, 315, 188})
39	178	PartialChain(chain=[450, 46, 139, 188, 187, 295, 308, 457, 37], item_set={450, 457, 139, 12, 270, 145, 86, 220, 286, 37, 295, 428, 301, 46, 187, 308, 309, 183, 315, 188})
39	183	PartialChain(chain=[286, 46, 220, 188, 301, 308, 139, 295, 450, 187, 309, 457, 37], item_set={450, 457, 139, 12, 270, 145, 86, 220, 286, 37, 295, 428, 301, 46, 187, 308, 309, 183, 315, 188})
39	184	PartialChain(chain=[450, 286, 46, 308, 295, 187], item_set={450, 457, 139, 12, 270, 145, 86, 220, 286, 37, 295, 428, 301, 46, 187, 308, 309, 183, 315, 188})
39	185	PartialChain(chain=[308, 183, 286, 46, 315], item_set={450, 457, 139, 12, 270, 145, 86, 220, 286, 37, 295, 428, 301, 46, 187, 308, 309, 183, 315, 188})
39	189	PartialChain(chain=[286, 457, 308, 139], item_set={450, 457, 139, 12, 270, 145, 86, 220, 286, 37, 295, 428, 301, 46, 187, 308, 309, 183, 315, 188})
39	193	PartialChain(chain=[139, 183, 450, 46, 187, 295, 37], item_set={450, 457, 139, 12, 270, 145, 86, 220, 286, 37, 295, 428, 301, 46, 187, 308, 309, 183, 315, 188})
39	195	PartialChain(chain=[139, 286, 46, 457, 188, 308, 183, 187, 86, 295], item_set={450, 457, 139, 12, 270, 145, 86, 220, 286, 37, 295, 428, 301, 46, 187, 308, 309, 183, 315, 188})
39	196	PartialChain(chain=[220, 188, 286, 450, 428, 295, 145, 46, 457, 308, 309], item_set={450, 457, 139, 12, 270, 145, 86, 220, 286, 37, 295, 428, 301, 46, 187, 308, 309, 183, 315, 188})
39	198	PartialChain(chain=[450, 46, 286, 139, 308, 309, 12, 37, 187, 457, 295], item_set={450, 457, 139, 12, 270, 145, 86, 220, 286, 37, 295, 428, 301, 46, 187, 308, 309, 183, 315, 188})
39	205	PartialChain(chain=[46, 139, 450, 187, 308], item_set={450, 457, 139, 12, 270, 145, 86, 220, 286, 37, 295, 428, 301, 46, 187, 308, 309, 183, 315, 188})
39	208	PartialChain(chain=[308, 46, 86, 295, 37, 309, 457], item_set={450, 457, 139, 12, 270, 145, 86, 220, 286, 37, 295, 428, 301, 46, 187, 308, 309, 183, 315, 188})
