m	phi	pmax	ith_such_poset	cardinality	poset
10	0.5	0.9	30	9	Poset(parent_to_children={0: {9, 2, 3, 4}, 2: {3, 4, 5, 7, 9}, 4: {3, 7}, 3: {8}, 9: {8}, 8: {6}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	31	10	Poset(parent_to_children={1: {9, 7}, 0: {3, 4, 7, 8, 9}, 2: {4, 5, 6, 8, 9}, 5: {9, 4, 6, 7}, 6: {8, 9, 7}, 8: {7}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	32	10	Poset(parent_to_children={4: {0, 2, 3, 7, 8}, 2: {0, 1, 3, 7, 8, 9}, 3: {0, 1, 6, 7, 8, 9}, 5: {0, 9}, 1: {6}, 6: {8, 9, 7}, 8: {9, 7}, 7: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	33	10	Poset(parent_to_children={2: {0, 1, 3, 4, 5, 6, 7, 8, 9}, 0: {8, 4, 5}, 1: {3, 5, 6, 7, 9}, 3: {4}, 4: {8, 6}, 9: {8, 7}, 7: {8}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	34	10	Poset(parent_to_children={1: {0, 2, 3, 4, 5, 6, 9}, 0: {2, 3, 4, 5, 7}, 2: {9}, 7: {3, 4, 5, 6, 8, 9}, 3: {9, 5, 6}, 8: {4}, 6: {5}, 9: {5}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	35	10	Poset(parent_to_children={3: {8, 9, 5, 6}, 0: {2, 5, 7}, 4: {1, 6}, 1: {8, 9, 5, 7}, 6: {8, 9, 5, 7}, 5: {7}, 7: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	36	10	Poset(parent_to_children={1: {3, 4, 5, 6, 8, 9}, 2: {4, 5, 6, 8, 9}, 0: {8}, 4: {8, 6, 7}, 6: {8, 7}, 5: {8, 9, 7}, 7: {8, 9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	37	9	Poset(parent_to_children={2: {0, 3, 4, 7, 8}, 5: {1, 4, 6, 7}, 4: {3}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	38	9	Poset(parent_to_children={1: {2, 4, 5, 7}, 2: {3, 4, 6, 7, 8, 9}, 4: {8}, 8: {6}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	39	10	Poset(parent_to_children={0: {1, 2, 3, 4, 5, 7, 8}, 3: {7}, 5: {1, 4, 6, 7, 9}, 4: {1, 6, 9}, 7: {8, 1, 6, 9}, 6: {8}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	40	8	Poset(parent_to_children={1: {0, 3, 4, 7, 8}, 4: {0, 8, 3, 7}, 6: {0, 3, 7, 8, 9}, 0: {8}, 9: {7}, 7: {8}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	41	10	Poset(parent_to_children={1: {3, 4}, 0: {8, 9, 7}, 8: {2, 3, 5, 7}, 2: {9, 6, 7}, 5: {3, 4, 6, 7}, 3: {9, 4, 6, 7}, 4: {9, 6, 7}, 6: {9, 7}, 7: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	42	10	Poset(parent_to_children={0: {2, 4, 6, 7, 8}, 3: {1, 2, 5, 6, 7, 8, 9}, 1: {2, 5, 6, 7, 9}, 2: {7}, 7: {8, 5}, 5: {6}, 4: {9, 6}, 6: {9}, 8: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	43	9	Poset(parent_to_children={0: {2, 4, 5, 7, 8}, 2: {3, 4, 5, 6, 8, 9}, 3: {8, 4}, 4: {9, 5}, 5: {6}, 7: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	44	10	Poset(parent_to_children={0: {1, 2, 3, 5, 6, 7, 8, 9}, 3: {1, 6, 7, 8, 9}, 1: {9, 6}, 4: {5}, 2: {5}, 5: {6, 7}, 6: {9, 7}, 8: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	45	10	Poset(parent_to_children={0: {7}, 1: {2, 3, 6}, 2: {4, 5}, 5: {8, 9, 7}, 6: {7}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	46	10	Poset(parent_to_children={0: {8, 1, 9}, 4: {1, 3, 5, 6, 7, 8, 9}, 3: {2, 6, 7, 8, 9}, 1: {9, 2, 5, 6}, 6: {8, 7}, 5: {8, 9}, 2: {8, 9, 7}, 8: {7}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	47	10	Poset(parent_to_children={1: {0, 2, 3, 4, 5, 8, 9}, 0: {2, 3, 4, 6, 7, 8, 9}, 4: {2, 3, 5, 6, 7, 8}, 7: {3}, 3: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	48	10	Poset(parent_to_children={1: {3, 4, 5, 8, 9}, 0: {2, 3, 5, 6, 9}, 2: {9, 6}, 4: {3, 5}, 7: {8, 5}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	49	10	Poset(parent_to_children={0: {3, 4}, 1: {2, 3, 6}, 4: {3, 6, 7}, 3: {8, 2, 5, 7}, 2: {9, 5, 7}, 5: {8, 9}, 7: {8}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	50	9	Poset(parent_to_children={0: {3}, 6: {1, 2, 3, 5, 7, 8, 9}, 2: {9}, 3: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	51	10	Poset(parent_to_children={0: {1, 2, 4, 5, 6, 7, 8, 9}, 1: {2, 3, 4, 5, 9}, 3: {2, 4, 6, 7, 9}, 6: {2, 5, 7, 8, 9}, 2: {8}, 5: {8, 9, 7}, 9: {7}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	52	10	Poset(parent_to_children={0: {8, 1, 3, 6}, 2: {1, 3, 4, 7, 8, 9}, 1: {4, 5, 6, 8, 9}, 3: {8, 9, 4, 7}, 5: {6, 7}, 4: {9, 6}, 6: {8, 9, 7}, 7: {8}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	53	9	Poset(parent_to_children={3: {5}, 1: {0, 4, 5, 6, 7, 8, 9}, 5: {6}, 7: {8}, 8: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	54	10	Poset(parent_to_children={3: {1, 2, 4, 5, 7, 8, 9}, 1: {0, 2, 4, 5, 6, 8, 9}, 4: {5}, 2: {7}, 5: {7}, 6: {7}, 7: {8}, 8: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	55	9	Poset(parent_to_children={1: {7}, 3: {0, 4, 6, 7, 9}, 5: {0, 8, 4, 6}, 0: {8, 9, 7}, 6: {8, 9, 7}, 8: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	56	10	Poset(parent_to_children={1: {8, 3, 6}, 0: {2, 3, 4, 5, 6, 8, 9}, 4: {2, 3, 5, 6, 7, 9}, 3: {7}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	57	10	Poset(parent_to_children={0: {1, 2, 5}, 1: {9, 2, 3, 4}, 2: {6}, 4: {8, 5, 6, 7}, 3: {9, 5, 7}, 7: {5}, 9: {6}, 5: {6}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	58	10	Poset(parent_to_children={2: {1, 3, 7}, 0: {1, 3, 4, 5, 6, 8, 9}, 3: {1, 9, 7}, 5: {8, 1, 9}, 1: {4, 6, 7, 8, 9}, 4: {8, 9, 6, 7}, 8: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	59	10	Poset(parent_to_children={0: {1, 3, 4, 5, 6, 7, 8, 9}, 1: {8, 2, 5, 7}, 6: {4, 7}, 7: {8, 9}, 5: {8}, 4: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	60	10	Poset(parent_to_children={0: {1, 3, 4, 6, 8, 9}, 1: {2, 4, 5, 6, 7, 8}, 2: {8, 9, 5, 7}, 4: {3, 5, 7}, 6: {8, 5}, 5: {9}, 8: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	61	10	Poset(parent_to_children={1: {0, 3, 4, 6, 7, 8, 9}, 3: {0, 2, 4, 6, 7, 9}, 2: {0, 4}, 5: {8}, 9: {0, 8}, 6: {0, 7}, 7: {0, 8}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	62	10	Poset(parent_to_children={0: {1, 2, 3, 4, 6, 7, 9}, 2: {3, 5, 7}, 1: {8}, 3: {8, 6}, 4: {8, 9, 5, 6}, 5: {9}, 6: {8, 9, 7}, 7: {8}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	63	10	Poset(parent_to_children={1: {9, 5, 7}, 2: {3, 4, 5, 6, 7, 8, 9}, 3: {8, 9, 4}, 0: {4, 5, 6, 7, 8, 9}, 7: {8, 9, 4, 6}, 5: {9}, 6: {4}, 4: {8, 9}, 9: {8}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	64	10	Poset(parent_to_children={1: {0, 2, 3, 4, 5, 6, 7, 9}, 3: {6, 7}, 0: {5, 6, 7}, 4: {5, 6, 7, 8, 9}, 2: {5}, 6: {8, 9, 5, 7}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	65	10	Poset(parent_to_children={0: {1, 3, 4, 5, 6}, 3: {2}, 1: {2, 4, 7}, 4: {9, 2}, 5: {2, 6, 7, 8, 9}, 6: {8, 7}, 7: {8}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	66	9	Poset(parent_to_children={7: {2, 4}, 3: {0, 4, 5, 6, 8, 9}, 0: {9, 2, 5, 6}, 2: {5}, 8: {5}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	67	9	Poset(parent_to_children={0: {8, 9, 3, 5}, 1: {3, 4, 5, 8, 9}, 3: {8, 4, 5, 6}, 7: {9, 5}, 9: {8, 4}, 6: {8}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	68	10	Poset(parent_to_children={0: {2, 4, 5, 6, 7, 8, 9}, 2: {1, 3, 4, 5, 6, 7, 8, 9}, 1: {4, 5}, 3: {8, 7}, 4: {9, 5, 6}, 6: {7}, 7: {8, 9, 5}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	69	9	Poset(parent_to_children={0: {1, 2, 5, 7, 8, 9}, 1: {2, 4, 5, 7, 9}, 2: {9, 4, 6}, 5: {8, 9, 4, 7}, 7: {8, 6}, 6: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	70	10	Poset(parent_to_children={2: {0, 3, 4, 5, 8}, 9: {0, 8, 5}, 4: {0, 3, 6}, 1: {0, 3, 5, 6, 7, 8}, 0: {3}, 6: {8, 3, 5, 7}, 5: {3, 7}, 7: {8}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	71	10	Poset(parent_to_children={0: {1, 4, 5, 6, 7, 8, 9}, 5: {1, 3, 4, 6, 7, 9}, 3: {9, 6}, 1: {2, 4, 6, 7, 8, 9}, 8: {2, 4, 6, 7, 9}, 2: {9, 4, 7}, 6: {7}, 4: {9, 7}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	72	10	Poset(parent_to_children={1: {0, 2, 4, 5, 8}, 0: {2, 3, 5, 6, 7, 8, 9}, 3: {8, 2, 5, 7}, 4: {2}, 2: {6}, 7: {8, 6}, 6: {9, 5}, 5: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	73	9	Poset(parent_to_children={0: {1, 2, 6, 7}, 8: {4, 5}, 2: {1, 4, 5, 6, 7, 9}, 1: {5, 7}, 6: {9, 7}, 4: {5, 7}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	74	10	Poset(parent_to_children={1: {0, 4, 5}, 0: {3, 4, 5, 6, 7, 8}, 2: {8, 9, 5, 7}, 4: {8, 9, 5, 6}, 5: {6}, 7: {8, 9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	75	10	Poset(parent_to_children={0: {1, 2, 3, 4, 5, 6, 7, 8}, 1: {8, 9, 7}, 2: {7}, 3: {8, 5, 6}, 4: {8, 9, 5}, 5: {9, 7}, 9: {6, 7}, 8: {7}, 6: {7}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	76	10	Poset(parent_to_children={3: {0, 1, 2, 5, 7, 9}, 1: {2, 4}, 4: {7}, 0: {8, 9, 2, 6}, 2: {5}, 7: {8}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	77	10	Poset(parent_to_children={0: {1, 3, 4, 6, 8, 9}, 3: {9}, 6: {8, 9}, 2: {7}, 7: {8, 5}, 8: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	78	10	Poset(parent_to_children={2: {3, 6, 7, 8, 9}, 5: {0, 1, 3, 6, 8, 9}, 3: {0, 1, 4, 7, 8, 9}, 0: {8, 9, 4, 6}, 4: {1, 6, 7, 8, 9}, 1: {8, 9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	79	9	Poset(parent_to_children={0: {9, 2, 7}, 2: {9}, 3: {8, 4, 5, 7}, 4: {8, 9, 5}, 6: {8, 9, 7}, 9: {7}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	80	10	Poset(parent_to_children={2: {5}, 0: {5, 7}, 3: {1, 5, 6, 8, 9}, 1: {9}, 4: {9, 5, 6, 7}, 6: {8, 7}, 5: {8}, 8: {7}, 7: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	81	9	Poset(parent_to_children={0: {2, 3, 4, 7, 9}, 2: {3, 5, 6, 7}, 3: {5, 6, 7, 8, 9}, 5: {8, 9, 6, 7}, 6: {7}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	82	10	Poset(parent_to_children={1: {0}, 0: {5, 6, 7, 8, 9}, 5: {3, 4, 6, 7, 9}, 6: {9, 2, 3, 7}, 3: {2}, 7: {8, 9, 2, 4}, 2: {9, 4}, 4: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	83	10	Poset(parent_to_children={0: {1, 3, 4, 5, 7, 8, 9}, 2: {1, 3, 4, 7, 9}, 1: {3, 4, 5, 6, 7, 9}, 3: {8}, 6: {8, 9, 4, 7}, 4: {8, 9}, 7: {8}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	84	10	Poset(parent_to_children={2: {0, 9}, 0: {1, 4, 5, 6, 8}, 1: {9, 3, 5, 7}, 3: {8, 9, 5, 6}, 4: {8, 9, 5, 7}, 9: {8}, 7: {5}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	85	10	Poset(parent_to_children={0: {8, 9}, 1: {3, 4, 5, 6, 7, 9}, 3: {2, 4, 5, 6}, 6: {4}, 8: {2, 4}, 4: {2}, 5: {9, 7}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	86	9	Poset(parent_to_children={0: {4}, 2: {9, 6, 7}, 4: {3, 5, 6, 7, 8, 9}, 6: {8, 3, 7}, 3: {9}, 5: {8, 9}, 9: {8}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	87	10	Poset(parent_to_children={1: {3, 4, 5}, 0: {2, 3, 4, 5, 6, 7, 8, 9}, 3: {4, 5, 6, 7, 8, 9}, 2: {9, 7}, 5: {8, 6}, 6: {8}, 7: {8}, 8: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	88	9	Poset(parent_to_children={1: {2, 3, 5, 6, 7, 9}, 2: {3, 4, 5, 6, 7, 8, 9}, 5: {8, 3}, 4: {3, 6, 7, 8, 9}, 7: {3, 6}, 3: {8, 6}, 8: {6}, 6: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	89	9	Poset(parent_to_children={0: {2, 3, 5, 7, 8, 9}, 2: {8, 3, 4, 6}, 3: {4, 5, 6, 7, 9}, 8: {5, 6}, 4: {9, 7}, 7: {9, 5}, 5: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	90	9	Poset(parent_to_children={0: {9, 3, 6}, 2: {8}, 3: {8, 4, 7}, 4: {7}, 5: {6, 7}, 7: {8}, 6: {8, 9}, 8: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	91	10	Poset(parent_to_children={2: {8, 1, 3, 9}, 0: {4, 5, 6, 7, 8, 9}, 4: {8, 5}, 1: {8, 9, 5}, 5: {3, 6, 7, 8, 9}, 6: {8, 9, 3, 7}, 3: {8, 9, 7}, 7: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	92	10	Poset(parent_to_children={2: {0, 8}, 4: {7}, 6: {0, 1, 7, 8, 9}, 3: {0, 1, 5, 7, 8}, 7: {1, 5}, 1: {8}, 5: {8}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	93	10	Poset(parent_to_children={1: {0, 2, 3, 6}, 0: {2, 3, 4, 8, 9}, 8: {9, 3, 4, 7}, 2: {5, 6}, 4: {9, 3, 5}, 3: {9}, 7: {5}, 5: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	94	10	Poset(parent_to_children={2: {0, 1, 3, 4, 5, 6, 7, 9}, 0: {1, 3, 4, 5, 7, 8}, 1: {8}, 3: {8, 6, 7}, 4: {8, 6}, 5: {8, 9, 6}, 7: {9}, 9: {8}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	95	10	Poset(parent_to_children={0: {5}, 3: {1, 4, 5, 6, 8, 9}, 6: {4, 7}, 1: {2, 4, 5, 7, 8, 9}, 2: {8, 4, 5}, 9: {5}, 5: {8}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	96	10	Poset(parent_to_children={0: {9}, 1: {9, 2, 7}, 2: {3, 4, 5, 6, 7, 8, 9}, 3: {8, 9, 7}, 6: {8, 7}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	97	10	Poset(parent_to_children={3: {0, 1, 4, 7}, 0: {9, 2, 5}, 1: {8, 9, 4, 6}, 5: {8, 6, 7}, 6: {8, 9, 7}, 4: {9}, 7: {9}, 8: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	98	10	Poset(parent_to_children={0: {7}, 5: {1, 2, 3, 7, 8, 9}, 1: {9, 2, 6, 7}, 2: {8, 9, 7}, 3: {4}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.9	99	10	Poset(parent_to_children={7: {0, 9, 4}, 1: {0, 8, 2, 9}, 3: {0}, 0: {2, 5, 6, 8, 9}, 5: {8, 2, 6}, 8: {9, 2}, 2: {4}, 6: {9, 4}, 4: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
